dwell,emme_id,from_station,index,time_period,to_station,tt_minutes
40.0,GT03Fw,Brampton Station,5,EV,Mt. Pleasant Station,5.0
60.0,GT03Fw,Union Station,0,MD,Bloor Station,6.75
60.0,GT03Fw,Bloor Station,1,MD,Woodbine Station,10.916666666666666
60.0,GT03Fw,Woodbine Station,2,MD,Malton Station,3.75
52.5,GT03Fw,Malton Station,3,MD,Bramalea Station,5.3
70.0,GT03Fw,Bramalea Station,4,MD,Brampton Station,5.5
40.0,GT03Fw,Brampton Station,5,MD,Mt. Pleasant Station,5.0
60.0,GT03Gw,Union Station,0,AM,Bloor Station,7.0
60.0,GT03Gw,Bloor Station,1,AM,Woodbine Station,11.0
60.0,GT03Gw,Woodbine Station,2,AM,Malton Station,3.75
75.0,GT03Gw,Malton Station,3,AM,Bramalea Station,5.25
75.0,GT03Gw,Bramalea Station,4,AM,Brampton Station,5.5
30.0,GT03Gw,Brampton Station,5,AM,Mt. Pleasant Station,5.0
60.0,GT03Hw,Union Station,0,EV,Bloor Station,6.75
60.0,GT03Hw,Bloor Station,1,EV,Woodbine Station,10.783333333333333
60.0,GT03Hw,Woodbine Station,2,EV,Malton Station,3.75
52.5,GT03Hw,Malton Station,3,EV,Bramalea Station,5.25
70.0,GT03Hw,Bramalea Station,4,EV,Brampton Station,5.5
40.0,GT03Hw,Brampton Station,5,EV,Mt. Pleasant Station,5.0
60.0,GT03Hw,Mt. Pleasant Station,6,EV,Georgetown Station,7.0
60.0,GT03Hw,Georgetown Station,7,EV,Guelph Station,22.25
60.0,GT03Hw,Guelph Station,8,EV,Breslau Station,10.5
0.0,GT03Hw,Breslau Station,9,EV,Kitchener Station,7.0
60.0,GT03Hw,Union Station,0,MD,Bloor Station,6.75
60.0,GT03Hw,Bloor Station,1,MD,Woodbine Station,10.916666666666666
60.0,GT03Hw,Woodbine Station,2,MD,Malton Station,3.75
52.5,GT03Hw,Malton Station,3,MD,Bramalea Station,5.3
70.0,GT03Hw,Bramalea Station,4,MD,Brampton Station,5.5
40.0,GT03Hw,Brampton Station,5,MD,Mt. Pleasant Station,5.0
60.0,GT03Hw,Mt. Pleasant Station,6,MD,Georgetown Station,7.0
60.0,GT03Hw,Georgetown Station,7,MD,Guelph Station,22.25
60.0,GT03Hw,Guelph Station,8,MD,Breslau Station,10.5
0.0,GT03Hw,Breslau Station,9,MD,Kitchener Station,7.0
60.0,GT03Iw,Union Station,0,AM,Bloor Station,7.0
60.0,GT03Iw,Bloor Station,1,AM,Woodbine Station,11.0
60.0,GT03Iw,Woodbine Station,2,AM,Malton Station,3.75
75.0,GT03Iw,Malton Station,3,AM,Bramalea Station,5.25
75.0,GT03Iw,Bramalea Station,4,AM,Brampton Station,5.5
30.0,GT03Iw,Brampton Station,5,AM,Mt. Pleasant Station,5.0
60.0,GT03Iw,Mt. Pleasant Station,6,AM,Georgetown Station,7.0
60.0,GT03Iw,Georgetown Station,7,AM,Guelph Station,22.25
60.0,GT03Iw,Guelph Station,8,AM,Breslau Station,10.5
0.0,GT03Iw,Breslau Station,9,AM,Kitchener Station,7.25
60.0,GT03Jw,Union Station,0,EV,Bloor Station,6.75
60.0,GT03Jw,Bloor Station,1,EV,Woodbine Station,10.783333333333333
60.0,GT03Jw,Woodbine Station,2,EV,Malton Station,3.75
52.5,GT03Jw,Malton Station,3,EV,Bramalea Station,5.25
70.0,GT03Jw,Bramalea Station,4,EV,Brampton Station,5.5
40.0,GT03Jw,Brampton Station,5,EV,Mt. Pleasant Station,5.0
60.0,GT03Jw,Mt. Pleasant Station,6,EV,Georgetown Station,7.0
60.0,GT03Jw,Georgetown Station,7,EV,Acton Station,8.75
60.0,GT03Jw,Acton Station,8,EV,Guelph Station,13.75
60.0,GT03Jw,Guelph Station,9,EV,Breslau Station,10.5
0.0,GT03Jw,Breslau Station,10,EV,Kitchener Station,7.0
60.0,GT03Jw,Union Station,0,MD,Bloor Station,6.75
60.0,GT03Jw,Bloor Station,1,MD,Woodbine Station,10.916666666666666
60.0,GT03Jw,Woodbine Station,2,MD,Malton Station,3.75
52.5,GT03Jw,Malton Station,3,MD,Bramalea Station,5.3
70.0,GT03Jw,Bramalea Station,4,MD,Brampton Station,5.5
40.0,GT03Jw,Brampton Station,5,MD,Mt. Pleasant Station,5.0
60.0,GT03Jw,Mt. Pleasant Station,6,MD,Georgetown Station,7.0
60.0,GT03Jw,Georgetown Station,7,MD,Acton Station,8.75
60.0,GT03Jw,Acton Station,8,MD,Guelph Station,13.75
60.0,GT03Jw,Guelph Station,9,MD,Breslau Station,10.5
0.0,GT03Jw,Breslau Station,10,MD,Kitchener Station,7.0
60.0,GT03Jw,Union Station,0,PM,Bloor Station,6.75
60.0,GT03Jw,Bloor Station,1,PM,Woodbine Station,10.25
60.0,GT03Jw,Woodbine Station,2,PM,Malton Station,3.75
75.0,GT03Jw,Malton Station,3,PM,Bramalea Station,5.25
75.0,GT03Jw,Bramalea Station,4,PM,Brampton Station,5.5
30.0,GT03Jw,Brampton Station,5,PM,Mt. Pleasant Station,5.125
60.0,GT03Jw,Mt. Pleasant Station,6,PM,Georgetown Station,7.0
60.0,GT03Jw,Georgetown Station,7,PM,Acton Station,8.75
60.0,GT03Jw,Acton Station,8,PM,Guelph Station,13.75
60.0,GT03Jw,Guelph Station,9,PM,Breslau Station,10.5
15.0,GT03Jw,Breslau Station,10,PM,Kitchener Station,6.75
60.0,GT03Kw,Union Station,0,EV,Bloor Station,6.75
60.0,GT03Kw,Bloor Station,1,EV,Woodbine Station,10.783333333333333
60.0,GT03Kw,Woodbine Station,2,EV,Malton Station,3.75
52.5,GT03Kw,Malton Station,3,EV,Bramalea Station,5.25
70.0,GT03Kw,Bramalea Station,4,EV,Brampton Station,5.5
40.0,GT03Kw,Brampton Station,5,EV,Mt. Pleasant Station,5.0
60.0,GT03Kw,Mt. Pleasant Station,6,EV,Georgetown Station,7.0
60.0,GT03Kw,Georgetown Station,7,EV,Acton Station,8.75
60.0,GT03Kw,Acton Station,8,EV,Guelph Station,13.75
60.0,GT03Kw,Guelph Station,9,EV,Breslau Station,10.5
0.0,GT03Kw,Breslau Station,10,EV,Kitchener Station,7.0
60.0,GT03Kw,Union Station,0,PM,Bloor Station,7.0
60.0,GT03Kw,Bloor Station,1,PM,Woodbine Station,10.0
60.0,GT03Kw,Woodbine Station,2,PM,Malton Station,3.75
60.0,GT03Kw,Malton Station,3,PM,Bramalea Station,5.25
60.0,GT03Kw,Bramalea Station,4,PM,Brampton Station,5.5
60.0,GT03Kw,Brampton Station,5,PM,Mt. Pleasant Station,5.0
60.0,GT03Kw,Mt. Pleasant Station,6,PM,Georgetown Station,7.0
60.0,GT03Kw,Georgetown Station,7,PM,Acton Station,9.0
60.0,GT03Kw,Acton Station,8,PM,Guelph Station,13.75
60.0,GT03Kw,Guelph Station,9,PM,Breslau Station,10.5
0.0,GT03Kw,Breslau Station,10,PM,Kitchener Station,6.75
60.0,GT05As,East Gwillimbury Station,0,AM,Newmarket Station,2.25
80.0,GT05As,Newmarket Station,1,AM,Aurora Station,6.0
60.0,GT05As,Aurora Station,2,AM,King City Station,9.25
90.0,GT05As,King City Station,3,AM,Maple Station,6.0
60.0,GT05As,Maple Station,4,AM,Downsview Park Station,8.5
60.0,GT05As,Downsview Park Station,5,AM,Bloor-Lansdowne Station,9.25
60.0,GT05As,Bloor-Lansdowne Station,6,AM,Spadina Station,4.25
0.0,GT05As,Spadina Station,7,AM,Union Station,4.055555555666667
60.0,GT05As,East Gwillimbury Station,0,EV,Newmarket Station,2.25
80.0,GT05As,Newmarket Station,1,EV,Aurora Station,6.0
60.0,GT05As,Aurora Station,2,EV,King City Station,9.25
90.0,GT05As,King City Station,3,EV,Maple Station,6.0
60.0,GT05As,Maple Station,4,EV,Downsview Park Station,8.5
60.0,GT05As,Downsview Park Station,5,EV,Bloor-Lansdowne Station,9.25
60.0,GT05As,Bloor-Lansdowne Station,6,EV,Spadina Station,4.25
0.0,GT05As,Spadina Station,7,EV,Union Station,4.020833333333333
60.0,GT05As,East Gwillimbury Station,0,MD,Newmarket Station,2.25
80.0,GT05As,Newmarket Station,1,MD,Aurora Station,6.0
60.0,GT05As,Aurora Station,2,MD,King City Station,9.25
90.0,GT05As,King City Station,3,MD,Maple Station,6.0
60.0,GT05As,Maple Station,4,MD,Downsview Park Station,8.5
60.0,GT05As,Downsview Park Station,5,MD,Bloor-Lansdowne Station,9.25
60.0,GT05As,Bloor-Lansdowne Station,6,MD,Spadina Station,4.25
0.0,GT05As,Spadina Station,7,MD,Union Station,4.013888889
60.0,GT05As,East Gwillimbury Station,0,PM,Newmarket Station,2.25
80.0,GT05As,Newmarket Station,1,PM,Aurora Station,6.0
60.0,GT05As,Aurora Station,2,PM,King City Station,9.25
90.0,GT05As,King City Station,3,PM,Maple Station,6.0
60.0,GT05As,Maple Station,4,PM,Downsview Park Station,8.5
60.0,GT05As,Downsview Park Station,5,PM,Bloor-Lansdowne Station,9.25
60.0,GT05As,Bloor-Lansdowne Station,6,PM,Spadina Station,4.25
0.0,GT05As,Spadina Station,7,PM,Union Station,4.020833333333333
60.0,GT05Bs,East Gwillimbury Station,0,AM,Newmarket Station,2.25
80.0,GT05Bs,Newmarket Station,1,AM,Aurora Station,6.0
60.0,GT05Bs,Aurora Station,2,AM,King City Station,9.25
90.0,GT05Bs,King City Station,3,AM,Maple Station,6.0
60.0,GT05Bs,Maple Station,4,AM,Downsview Park Station,8.5
60.0,GT05Bs,Downsview Park Station,5,AM,Bloor-Lansdowne Station,9.25
60.0,GT05Bs,Bloor-Lansdowne Station,6,AM,Spadina Station,4.25
0.0,GT05Bs,Spadina Station,7,AM,Union Station,3.9166666666666665
60.0,GT05Bs,East Gwillimbury Station,0,PM,Newmarket Station,2.25
90.0,GT05Bs,Newmarket Station,1,PM,Aurora Station,6.0
60.0,GT05Bs,Aurora Station,2,PM,King City Station,9.25
90.0,GT05Bs,King City Station,3,PM,Maple Station,6.0
60.0,GT05Bs,Maple Station,4,PM,Downsview Park Station,8.5
60.0,GT05Bs,Downsview Park Station,5,PM,Bloor-Lansdowne Station,9.25
60.0,GT05Bs,Bloor-Lansdowne Station,6,PM,Spadina Station,4.25
0.0,GT05Bs,Spadina Station,7,PM,Union Station,4.0
60.0,GT05Cs,Bradford Station,0,AM,East Gwillimbury Station,8.0
60.0,GT05Cs,East Gwillimbury Station,1,AM,Newmarket Station,2.25
80.0,GT05Cs,Newmarket Station,2,AM,Aurora Station,6.0
60.0,GT05Cs,Aurora Station,3,AM,King City Station,9.25
60.0,GT05Cs,King City Station,4,AM,Kirby Station,3.75
60.0,GT05Cs,Kirby Station,5,AM,Maple Station,3.5
60.0,GT05Cs,Maple Station,6,AM,Rutherford Station,2.75
60.0,GT05Cs,Rutherford Station,7,AM,Downsview Park Station,7.25
60.0,GT05Cs,Downsview Park Station,8,AM,Caledonia Station,5.25
60.0,GT05Cs,Caledonia Station,9,AM,Bloor-Lansdowne Station,5.75
60.0,GT05Cs,Bloor-Lansdowne Station,10,AM,Spadina Station,4.25
0.0,GT05Cs,Spadina Station,11,AM,Union Station,4.055555555666667
60.0,GT05Cs,Bradford Station,0,EV,East Gwillimbury Station,8.0
60.0,GT05Cs,East Gwillimbury Station,1,EV,Newmarket Station,2.25
80.0,GT05Cs,Newmarket Station,2,EV,Aurora Station,6.0
60.0,GT05Cs,Aurora Station,3,EV,King City Station,9.25
60.0,GT05Cs,King City Station,4,EV,Kirby Station,3.75
60.0,GT05Cs,Kirby Station,5,EV,Maple Station,3.5
60.0,GT05Cs,Maple Station,6,EV,Rutherford Station,2.75
60.0,GT05Cs,Rutherford Station,7,EV,Downsview Park Station,7.25
60.0,GT05Cs,Downsview Park Station,8,EV,Caledonia Station,5.25
60.0,GT05Cs,Caledonia Station,9,EV,Bloor-Lansdowne Station,5.75
60.0,GT05Cs,Bloor-Lansdowne Station,10,EV,Spadina Station,4.25
0.0,GT05Cs,Spadina Station,11,EV,Union Station,4.020833333333333
60.0,GT05Cs,Bradford Station,0,MD,East Gwillimbury Station,8.0
60.0,GT05Cs,East Gwillimbury Station,1,MD,Newmarket Station,2.25
80.0,GT05Cs,Newmarket Station,2,MD,Aurora Station,6.0
60.0,GT05Cs,Aurora Station,3,MD,King City Station,9.25
60.0,GT05Cs,King City Station,4,MD,Kirby Station,3.75
60.0,GT05Cs,Kirby Station,5,MD,Maple Station,3.5
60.0,GT05Cs,Maple Station,6,MD,Rutherford Station,2.75
60.0,GT05Cs,Rutherford Station,7,MD,Downsview Park Station,7.25
60.0,GT05Cs,Downsview Park Station,8,MD,Caledonia Station,5.25
60.0,GT05Cs,Caledonia Station,9,MD,Bloor-Lansdowne Station,5.75
60.0,GT05Cs,Bloor-Lansdowne Station,10,MD,Spadina Station,4.25
0.0,GT05Cs,Spadina Station,11,MD,Union Station,4.013888889
60.0,GT05Cs,Bradford Station,0,PM,East Gwillimbury Station,8.0
60.0,GT05Cs,East Gwillimbury Station,1,PM,Newmarket Station,2.25
80.0,GT05Cs,Newmarket Station,2,PM,Aurora Station,6.0
60.0,GT05Cs,Aurora Station,3,PM,King City Station,9.25
60.0,GT05Cs,King City Station,4,PM,Kirby Station,3.75
60.0,GT05Cs,Kirby Station,5,PM,Maple Station,3.5
60.0,GT05Cs,Maple Station,6,PM,Rutherford Station,2.75
60.0,GT05Cs,Rutherford Station,7,PM,Downsview Park Station,7.25
60.0,GT05Cs,Downsview Park Station,8,PM,Caledonia Station,5.25
60.0,GT05Cs,Caledonia Station,9,PM,Bloor-Lansdowne Station,5.75
60.0,GT05Cs,Bloor-Lansdowne Station,10,PM,Spadina Station,4.25
0.0,GT05Cs,Spadina Station,11,PM,Union Station,4.020833333333333
60.0,GT05Ds,Bradford Station,0,AM,East Gwillimbury Station,8.25
60.0,GT05Ds,East Gwillimbury Station,1,AM,Newmarket Station,2.25
80.0,GT05Ds,Newmarket Station,2,AM,Aurora Station,6.0
60.0,GT05Ds,Aurora Station,3,AM,King City Station,9.25
60.0,GT05Ds,King City Station,4,AM,Kirby Station,3.75
60.0,GT05Ds,Kirby Station,5,AM,Maple Station,3.5
60.0,GT05Ds,Maple Station,6,AM,Rutherford Station,2.75
60.0,GT05Ds,Rutherford Station,7,AM,Downsview Park Station,7.25
60.0,GT05Ds,Downsview Park Station,8,AM,Caledonia Station,5.25
60.0,GT05Ds,Caledonia Station,9,AM,Bloor-Lansdowne Station,5.75
60.0,GT05Ds,Bloor-Lansdowne Station,10,AM,Spadina Station,4.25
0.0,GT05Ds,Spadina Station,11,AM,Union Station,3.9166666666666665
60.0,GT05Es,Allandale Waterfront Station,0,AM,Barrie South Station,6.75
60.0,GT05Es,Barrie South Station,1,AM,Innisfil Station,7.0
60.0,GT05Es,Innisfil Station,2,AM,Bradford Station,12.75
90.0,GT05Es,Bradford Station,3,AM,Newmarket Station,9.75
80.0,GT05Es,Newmarket Station,4,AM,Aurora Station,6.0
60.0,GT05Es,Aurora Station,5,AM,Kirby Station,11.5
90.0,GT05Es,Kirby Station,6,AM,Rutherford Station,5.25
60.0,GT05Es,Rutherford Station,7,AM,Caledonia Station,11.0
60.0,GT05Es,Caledonia Station,8,AM,Spadina Station,9.25
0.0,GT05Es,Spadina Station,9,AM,Union Station,4.055555555666667
60.0,GT05Es,Allandale Waterfront Station,0,EV,Barrie South Station,6.78125
60.0,GT05Es,Barrie South Station,1,EV,Innisfil Station,7.0
60.0,GT05Es,Innisfil Station,2,EV,Bradford Station,12.75
90.0,GT05Es,Bradford Station,3,EV,Newmarket Station,9.75
80.0,GT05Es,Newmarket Station,4,EV,Aurora Station,6.0
60.0,GT05Es,Aurora Station,5,EV,Kirby Station,11.5
90.0,GT05Es,Kirby Station,6,EV,Rutherford Station,5.25
60.0,GT05Es,Rutherford Station,7,EV,Caledonia Station,11.0
60.0,GT05Es,Caledonia Station,8,EV,Spadina Station,9.25
0.0,GT05Es,Spadina Station,9,EV,Union Station,4.020833333333333
60.0,GT05Es,Allandale Waterfront Station,0,MD,Barrie South Station,6.825
60.0,GT05Es,Barrie South Station,1,MD,Innisfil Station,7.0
60.0,GT05Es,Innisfil Station,2,MD,Bradford Station,12.75
90.0,GT05Es,Bradford Station,3,MD,Newmarket Station,9.75
80.0,GT05Es,Newmarket Station,4,MD,Aurora Station,6.0
60.0,GT05Es,Aurora Station,5,MD,Kirby Station,11.5
90.0,GT05Es,Kirby Station,6,MD,Rutherford Station,5.25
60.0,GT05Es,Rutherford Station,7,MD,Caledonia Station,11.0
60.0,GT05Es,Caledonia Station,8,MD,Spadina Station,9.25
0.0,GT05Es,Spadina Station,9,MD,Union Station,4.013888889
60.0,GT05Es,Allandale Waterfront Station,0,PM,Barrie South Station,6.875
60.0,GT05Es,Barrie South Station,1,PM,Innisfil Station,7.0
60.0,GT05Es,Innisfil Station,2,PM,Bradford Station,12.75
90.0,GT05Es,Bradford Station,3,PM,Newmarket Station,9.75
80.0,GT05Es,Newmarket Station,4,PM,Aurora Station,6.0
60.0,GT05Es,Aurora Station,5,PM,Kirby Station,11.5
90.0,GT05Es,Kirby Station,6,PM,Rutherford Station,5.25
60.0,GT05Es,Rutherford Station,7,PM,Caledonia Station,11.0
60.0,GT05Es,Caledonia Station,8,PM,Spadina Station,9.25
0.0,GT05Es,Spadina Station,9,PM,Union Station,4.020833333333333
60.0,GT05Fs,Allandale Waterfront Station,0,AM,Barrie South Station,7.0
60.0,GT05Fs,Barrie South Station,1,AM,Innisfil Station,7.0
60.0,GT05Fs,Innisfil Station,2,AM,Bradford Station,12.75
90.0,GT05Fs,Bradford Station,3,AM,Newmarket Station,9.75
