emme_id,time_period,index,from_station,to_station,tt_minutes,dwell
GT09Ae,EV,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Ae,EV,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Ae,EV,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Ae,EV,6,Rouge Hill Station,Pickering Station,5.4875,90.0
GT09Ae,EV,7,Pickering Station,Ajax Station,3.0,90.0
GT09Ae,EV,8,Ajax Station,Whitby Station,5.25,90.0
GT09Ae,EV,9,Whitby Station,Oshawa Station,4.25,0.0
GT09Ae,MD,0,Union Station,East Harbour Station,3.5,60.0
GT09Ae,MD,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Ae,MD,2,Danforth Station,Scarborough Station,4.5,60.0
GT09Ae,MD,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Ae,MD,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Ae,MD,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Ae,MD,6,Rouge Hill Station,Pickering Station,5.5,90.0
GT09Ae,MD,7,Pickering Station,Ajax Station,3.0,90.0
GT09Ae,MD,8,Ajax Station,Whitby Station,5.25,90.0
GT09Ae,MD,9,Whitby Station,Oshawa Station,4.25,0.0
GT09Ae,PM,0,Union Station,East Harbour Station,3.5,60.0
GT09Ae,PM,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Ae,PM,2,Danforth Station,Scarborough Station,4.75,60.0
GT09Ae,PM,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Ae,PM,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Ae,PM,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Ae,PM,6,Rouge Hill Station,Pickering Station,5.5,90.0
GT09Ae,PM,7,Pickering Station,Ajax Station,3.0,90.0
GT09Ae,PM,8,Ajax Station,Whitby Station,5.25,90.0
GT09Ae,PM,9,Whitby Station,Oshawa Station,4.25,0.0
GT09Be,AM,0,Union Station,East Harbour Station,3.75,60.0
GT09Be,AM,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Be,AM,2,Danforth Station,Scarborough Station,4.5,60.0
GT09Be,AM,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Be,AM,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Be,AM,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Be,AM,6,Rouge Hill Station,Pickering Station,5.5,90.0
GT09Be,AM,7,Pickering Station,Ajax Station,3.0,90.0
GT09Be,AM,8,Ajax Station,Whitby Station,5.25,90.0
GT09Be,AM,9,Whitby Station,Oshawa Station,4.0,0.0
GT09Be,MD,0,Union Station,East Harbour Station,3.75,60.0
GT09Be,MD,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Be,MD,2,Danforth Station,Scarborough Station,4.5,60.0
GT09Be,MD,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Be,MD,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Be,MD,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Be,MD,6,Rouge Hill Station,Pickering Station,5.5,90.0
GT09Be,MD,7,Pickering Station,Ajax Station,3.0,90.0
GT09Be,MD,8,Ajax Station,Whitby Station,5.25,90.0
GT09Be,MD,9,Whitby Station,Oshawa Station,4.0,0.0
GT09Be,PM,0,Union Station,East Harbour Station,3.75,60.0
GT09Be,PM,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Be,PM,2,Danforth Station,Scarborough Station,4.75,60.0
GT09Be,PM,3,Scarborough Station,Eglinton Station,2.75,60.0
GT09Be,PM,4,Eglinton Station,Guildwood Station,3.0,60.0
GT09Be,PM,5,Guildwood Station,Rouge Hill Station,4.25,60.0
GT09Be,PM,6,Rouge Hill Station,Pickering Station,5.5,90.0
GT09Be,PM,7,Pickering Station,Ajax Station,3.0,90.0
GT09Be,PM,8,Ajax Station,Whitby Station,5.25,90.0
GT09Be,PM,9,Whitby Station,Oshawa Station,4.0,0.0
GT09Ce,AM,0,Union Station,East Harbour Station,3.5,60.0
GT09Ce,AM,1,East Harbour Station,Pickering Station,24.0,90.0
GT09Ce,AM,2,Pickering Station,Ajax Station,3.75,90.0
GT09Ce,AM,3,Ajax Station,Whitby Station,6.0,90.0
GT09Ce,AM,4,Whitby Station,Oshawa Station,4.5,60.0
GT09Ce,AM,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09Ce,AM,6,Thornton's Corners,Ritson Station,4.5,60.0
GT09Ce,AM,7,Ritson Station,Courtice Station,5.75,60.0
GT09Ce,AM,8,Courtice Station,Bowmanville Station,6.25,0.0
GT09Ce,EV,0,Union Station,East Harbour Station,3.5,60.0
GT09Ce,EV,1,East Harbour Station,Pickering Station,24.0,90.0
GT09Ce,EV,2,Pickering Station,Ajax Station,3.75,90.0
GT09Ce,EV,3,Ajax Station,Whitby Station,6.0,90.0
GT09Ce,EV,4,Whitby Station,Oshawa Station,4.5,60.0
GT09Ce,EV,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09Ce,EV,6,Thornton's Corners,Ritson Station,4.5,60.0
GT09Ce,EV,7,Ritson Station,Courtice Station,5.75,60.0
GT09Ce,EV,8,Courtice Station,Bowmanville Station,6.5,0.0
GT09Ce,MD,0,Union Station,East Harbour Station,3.5,60.0
GT09Ce,MD,1,East Harbour Station,Pickering Station,24.0,90.0
GT09Ce,MD,2,Pickering Station,Ajax Station,3.75,90.0
GT09Ce,MD,3,Ajax Station,Whitby Station,6.0,90.0
GT09Ce,MD,4,Whitby Station,Oshawa Station,4.5,60.0
GT09Ce,MD,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09Ce,MD,6,Thornton's Corners,Ritson Station,4.5,60.0
GT09Ce,MD,7,Ritson Station,Courtice Station,5.75,60.0
GT09Ce,MD,8,Courtice Station,Bowmanville Station,6.25,0.0
GT09Ce,PM,0,Union Station,East Harbour Station,3.5,60.0
GT09Ce,PM,1,East Harbour Station,Pickering Station,24.0,90.0
GT09Ce,PM,2,Pickering Station,Ajax Station,3.75,90.0
GT09Ce,PM,3,Ajax Station,Whitby Station,6.0,90.0
GT09Ce,PM,4,Whitby Station,Oshawa Station,4.5,60.0
GT09Ce,PM,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09Ce,PM,6,Thornton's Corners,Ritson Station,4.5,60.0
GT09Ce,PM,7,Ritson Station,Courtice Station,5.75,60.0
GT09Ce,PM,8,Courtice Station,Bowmanville Station,6.375,0.0
GT09De,AM,0,Union Station,East Harbour Station,3.5,60.0
GT09De,AM,1,East Harbour Station,Pickering Station,24.25,90.0
GT09De,AM,2,Pickering Station,Ajax Station,3.75,90.0
GT09De,AM,3,Ajax Station,Whitby Station,6.0,90.0
GT09De,AM,4,Whitby Station,Oshawa Station,4.5,60.0
GT09De,AM,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09De,AM,6,Thornton's Corners,Ritson Station,4.75,60.0
GT09De,AM,7,Ritson Station,Courtice Station,5.5,60.0
GT09De,AM,8,Courtice Station,Bowmanville Station,6.25,0.0
GT09De,PM,0,Union Station,East Harbour Station,3.5,60.0
GT09De,PM,1,East Harbour Station,Pickering Station,24.25,90.0
GT09De,PM,2,Pickering Station,Ajax Station,3.75,90.0
GT09De,PM,3,Ajax Station,Whitby Station,6.0,90.0
GT09De,PM,4,Whitby Station,Oshawa Station,4.5,60.0
GT09De,PM,5,Oshawa Station,Thornton's Corners,4.0,60.0
GT09De,PM,6,Thornton's Corners,Ritson Station,4.75,60.0
GT09De,PM,7,Ritson Station,Courtice Station,5.5,60.0
GT09De,PM,8,Courtice Station,Bowmanville Station,6.25,0.0
